"UserID";"Location";"Age"
"1340";"ithaca, new york, usa";"21"
"1341";"cardiff, wales, united kingdom";NULL
"1342";"victoria, british columbia, canada";NULL
"1343";"bishop auckland, england, united kingdom";"33"
"1344";"new york, new york, usa";NULL
"1345";"tallahassee, florida, usa";NULL
"1346";"houston, texas, usa";"25"
"1347";"miami, florida, usa";NULL
"1348";"sacramento, california, usa";"43"
"1349";"omaha, nebraska, usa";NULL
"1350";"red deer, alberta, canada";NULL
"1351";"monterrey, new mexico, mexico";NULL
"1352";"citt� sant`angelo, abruzzo, italy";"35"
"1353";"chicago, illinois, usa";NULL
"1354";"canberra, new south wales, australia";"39"
"1355";"roseville, minnesota, usa";"71"
"1356";"barcelona, espa�a, spain";"16"
"1357";"toowoomba, queensland, australia";"56"
"1358";"vienna, ,";NULL
"1359";"houston, texas, usa";"14"
"1360";"north hollywood, california, usa";"36"
"1361";"wiesbaden, hessen, germany";NULL
"1362";"alcala de guadaira sevilla, alaska, spain";"37"
"1363";"industry, pennsylvania, usa";NULL
"1364";"orleans, ontario, canada";"16"
"1365";"cupertino, california, usa";"16"
"1366";"bartlett, tennessee, usa";NULL
"1367";"manly, new south wales, australia";"23"
"1368";"hopewell, virginia, usa";"22"
"1369";"cobble hill, , canada";NULL
"1370";"boone, iowa, usa";"26"
"1371";"burbank, california, usa";"36"
"1372";"frankfurt, hessen, germany";"34"
"1373";"n/a, n/a, lesotho";NULL
"1374";"salt lake city, utah, usa";"27"
"1375";"dinwiddie, virginia, usa";"59"
"1376";"peoria, illinois, usa";NULL
"1377";"swansea, massachusetts, usa";"20"
"1378";"torino, piemonte, italy";"37"
"1379";"milano, lombardia, italy";NULL
"1380";"st. marys, ontario, canada";"59"
"1381";"sheffield, england, united kingdom";NULL
"1382";"phoenix, arizona, usa";"33"
"1383";"canberra, australian capital territory, australia";"32"
"1384";"coburg, oregon, usa";"12"
"1385";"chicago, illinois, usa";NULL
"1386";"turlock, california, usa";NULL
"1387";"new castle, indiana, usa";"28"
"1388";"madrid, madrid, spain";"29"
"1389";"trenton, michigan, usa";"22"
"1390";"greymouth, greymouth, new zealand";"36"
"1391";"camarillo, california, usa";NULL
"1392";"liverpool, england, united kingdom";"42"
"1393";"barcelona, espa�a, spain";"35"
"1394";"la plata, n/a, argentina";"28"
"1395";"santa monica, california, usa";NULL
"1396";"santa barbara, california, usa";"35"
"1397";"los angeles, california, usa";"36"
"1398";"berkeley, california, usa";NULL
"1399";"york, maine, usa";"41"
"1400";"houston, texas, usa";"39"
"1401";"bensalem, pennsylvania, usa";"53"
"1402";"san francisco, california, usa";NULL
"1403";"virginia beach, virginia, usa";"26"
"1404";"bamberg, bayern, germany";"28"
"1405";"scottsdale, arizona, usa";"53"
"1406";"atlanta, georgia, usa";NULL
"1407";"valencia, valencia, spain";"28"
"1408";"mango, florida, usa";"35"
"1409";"farmington hills, michigan, usa";"74"
"1410";"amherst, new york, usa";"22"
"1411";"nottingham, maryland, usa";"74"
"1412";"winston-salem, north carolina, usa";"47"
"1413";"east lansing, michigan, usa";"69"
"1414";"groningen, groningen, netherlands";"27"
"1415";"boston, massachusetts, usa";"47"
"1416";"widnes, cheshire, united kingdom";"25"
"1417";"fort collins, colorado, usa";NULL
"1418";"phoenix, arizona, usa";"45"
"1419";"oak park, michigan, usa";"51"
"1420";"san francisco, california, usa";NULL
"1421";"leioa, vizcaya, spain";"55"
"1422";"barcelona, catalunya, spain";"23"
"1423";"scarborough, england, united kingdom";"39"
"1424";"north avoca, new south wales, australia";NULL
"1425";"utrecht, utrecht, netherlands";"41"
"1426";"los alamitos, california, usa";NULL
"1427";"mililani, hawaii, usa";"22"
"1428";"kuala lumpur, marche, malaysia";NULL
"1429";"martins ferry, ohio, usa";"71"
"1430";"ankara, ankara, turkey";"15"
"1431";"hendersonville, tennessee, usa";NULL
"1432";"roxbury, massachusetts, usa";NULL
"1433";"woodbridge, california, usa";"54"
"1434";"bethel, vermont, usa";NULL
"1435";"st. louis, missouri, usa";"36"
"1436";"sault ste. marie, ontario, canada";NULL
"1437";"anchorage, alaska, usa";"21"
"1438";"edmonton, alberta, canada";"27"
"1439";"tilley, alberta, canada";NULL
"1440";"sacramento, california, usa";NULL
"1441";"valencia, rafelbunyol, spain";"34"
"1442";"paris, ile de france, france";"36"
"1443";"melbourne, victoria, australia";"30"
"1444";"puebla, puebla, mexico";"26"
"1445";"rome, lazio, italy";NULL
"1446";"granada, n/a, spain";"23"
"1447";"baiona, n/a, spain";"31"
"1448";"la mesa, california, usa";"61"
"1449";"sannicandro di bari, puglia, italy";NULL
"1450";"stockholm, n/a, sweden";"24"
"1451";"a coru�a, a coru�a, spain";"22"
"1452";"amsterdam, nh, netherlands";NULL
"1453";"urbana, ohio, usa";NULL
"1454";"shenzhen, guangdong province, china";"21"
"1455";"chehalis, washington, usa";NULL
"1456";"amsterdam, north holland, netherlands";"45"
"1457";"flagstaff, arizona, usa";"21"
"1458";"scone, ,";"15"
"1459";"braunschweig, niedersachsen, germany";NULL
"1460";"mansoura, dakahlia, mansoura, egypt";"34"
"1461";"kolding, none, denmark";"0"
"1462";"brunswick, ohio, usa";"15"
"1463";"noma, california, usa";NULL
"1464";"new haven, connecticut, usa";"59"
"1465";"coffs harbour, new south wales, australia";"15"
"1466";"cologne, nordrhein-westfalen, germany";"28"
"1467";"dallas, texas,";NULL
"1468";"rostock, mecklenburg-vorpommern, germany";"20"
"1469";"santiago, santiago, chile";"59"
"1470";"belgrade, serbia, yugoslavia";NULL
"1471";"atlanta, georgia, usa";NULL
"1472";"vilshofen, bavaria, germany";NULL
"1473";"new york, new york, usa";NULL
"1474";"taipei, taipei, taiwan";NULL
"1475";"new york city, new york, usa";NULL
"1476";"manchester, england, united kingdom";"33"
"1477";"winfield, pennsylvania, usa";NULL
"1478";"gdansk, pomorskie, poland";"25"
"1479";"louisville, kentucky, usa";"30"
"1480";"columbia, south carolina, usa";NULL
"1481";"tehran, tehran, iran";"22"
"1482";"deal, england, united kingdom";"43"
"1483";"tafton, pennsylvania, usa";"33"
"1484";"eastbourne, england, united kingdom";"28"
"1485";"allendale, new jersey, usa";"30"
"1486";"montmorency, victoria, australia";"75"
"1487";"saint paul, minnesota, usa";"23"
"1488";"franklin, nebraska, usa";NULL
"1489";"somerville, massachusetts, usa";"20"
"1490";"richmond hill, ontario, canada";NULL
"1491";"sheffield, england, united kingdom";"22"
"1492";"silver spring, maryland, usa";"31"
"1493";"milton keynes, england, united kingdom";NULL
"1494";"copenhagen, copenhagen, denmark";"25"
"1495";"lansford, pennsylvania, usa";"53"
"1496";"seattle, washington, usa";"31"
"1497";"guildford, england, united kingdom";"20"
"1498";"qingdao, tennessee, china";NULL
"1499";"lawrence, kansas, usa";NULL
"1500";"brighton, england, united kingdom";NULL
"1501";"shrewsbury, na, united kingdom";"35"
"1502";"sf, california, usa";NULL
"1503";"rochester, new york, usa";NULL
"1504";"iowa city, iowa, usa";NULL
"1505";"nottingham, england, united kingdom";"25"
"1506";"dortmund, nordrhein-westfalen, germany";"21"
"1507";"wuhan, hubei, china";"26"
"1508";"hurricane, utah, usa";NULL
"1509";"coquitlam, british columbia, canada";"48"
"1510";"milan, lombardia, italy";NULL
"1511";"cuyahoga falls, ohio, usa";"25"
"1512";"marietta, georgia, usa";NULL
"1513";"oak hill, virginia, usa";"40"
"1514";"henderson, nevada, usa";NULL
"1515";"bloomington, indiana, usa";"27"
"1516";"dublin, n/a, ireland";"31"
"1517";"barcelona, barcelona, spain";"32"
"1518";"king of prussia, pennsylvania, usa";NULL
"1519";"raleigh, north carolina, usa";"61"
"1520";"irving, texas, usa";NULL
"1521";"washington, d.c., dc, usa";NULL
"1522";"aylmer, ontario, canada";"46"
"1523";"brooklyn, new york, usa";NULL
"1524";"brattleboro, vermont, usa";NULL
"1525";"melbourne, victoria, australia";"29"
"1526";"hood river, oregon, usa";NULL
"1527";"madird, madrid, spain";"27"
"1528";"bratislava, bratislava, slovakia";"22"
"1529";"eugene, oregon, usa";NULL
"1530";"hartsdale, new york, usa";"26"
"1531";"d.f., d.f., mexico";"42"
"1532";"san antonio, texas, usa";"34"
"1533";"chateauguay, quebec, canada";NULL
"1534";"noli, liguria, italy";NULL
"1535";"virginia beach, virginia, usa";"69"
"1536";"buenos aires, buenos aires, argentina";"30"
"1537";"madrid, brandenburg, bulgaria";"26"
"1538";"caracas, caracas,";"29"
"1539";"calgary, alberta, canada";NULL
"1540";"duluth, georgia, usa";NULL
"1541";"k�ln, nordrhein-westfalen, germany";"25"
"1542";"berlin, berlin, germany";NULL
"1543";"san jose, san jose, costa rica";NULL
"1544";"london, england, united kingdom";"31"
"1545";"firenze, toscana, italy";"21"
"1546";"overland, missouri,";"40"
"1547";"overland, missouri, usa";NULL
"1548";"brooklyn, new york, usa";"28"
"1549";"ottawa, ontario, canada";"60"
"1550";"des moines, washington, usa";NULL
"1551";"puerto del rosario, las palmas, spain";"29"
"1552";"donostia, gipuzkoa, basque country";"32"
"1553";"mumbai, maharshtra, india";"23"
"1554";"lincoln, nebraska, usa";"29"
"1555";"buena park, california, usa";NULL
"1556";"tucson, arizona, usa";NULL
"1557";"bloomington, indiana, usa";"32"
"1558";"normal, illinois, usa";"61"
"1559";"manchester, new hampshire, usa";NULL
"1560";"pondicherry, jipofuaop, india";"22"
"1561";"nashville, tennessee, usa";NULL
"1562";"reno, nevada, usa";NULL
"1563";"indianapolis, indiana, usa";NULL
"1564";"provo, utah, usa";NULL
"1565";"somerville, massachusetts, usa";"1"
"1566";"milford, michigan, usa";NULL
"1567";"romney, west virginia, usa";"57"
"1568";"houston, texas, usa";"37"
"1569";"boston, massachusetts, usa";NULL
"1570";"brooklyn, new york, usa";"28"
"1571";"sevilla, sevilla, spain";"32"
"1572";"gomer, ohio, usa";"26"
"1573";"owings mills, maryland, usa";NULL
"1574";"royal oak, michigan, usa";NULL
"1575";"road town, tortola, british virgin islands";NULL
"1576";"auburn, maine, usa";"24"
"1577";"new york, new york, usa";"58"
"1578";"st. albert, alberta, canada";"23"
"1579";"akure, ondo/nigeria, nigeria";"231"
"1580";"lauderdalelakes, florida, usa";"16"
"1581";"xian, shananxi, china";NULL
"1582";"san francisco, california, usa";"48"
"1583";"san francisco, california, usa";"48"
"1584";"singapore, singapore, singapore";NULL
"1585";"albuquerque, new mexico, usa";"29"
"1586";"north muskegon, michigan, united kingdom";"14"
"1587";"ibbenb�ren, nordrhein-westfalen, germany";"19"
"1588";"lewisham, london, united kingdom";NULL
"1589";"clio, michigan,";"50"
"1590";"charleston, south carolina, usa";"15"
"1591";"flensburg, schleswig-holstein, germany";"24"
"1592";"halstead, kansas, usa";"50"
"1593";"oak lawn, illinois, usa";"59"
"1594";"gosford, new south wales, australia";NULL
"1595";"kaneohe, hawaii, usa";NULL
"1596";"jackson, tennessee, usa";"51"
"1597";"west columbia, texas, usa";"23"
"1598";"dublin, n/a, ireland";NULL
"1599";"leeds, west yorkshire, united kingdom";NULL
"1600";"ottawa, ontario, canada";"43"
"1601";"los gatos, california, usa";NULL
"1602";"mableton, georgia, usa";NULL
"1603";"woodbury hts., new jersey, usa";NULL
"1604";"houston, texas, usa";"24"
"1605";"kuala lumpur, wilayah perseketuan, malaysia";NULL
"1606";"san antonio, texas, usa";"63"
"1607";"turner, maine, usa";"29"
"1608";"collingswood, new jersey, usa";"27"
"1609";"edmonton, alberta, canada";"30"
"1610";"charlotte, north carolina, usa";NULL
"1611";"fremont, california, usa";NULL
"1612";"luebbenau, brandenburg, germany";"24"
"1613";"christchurch, canterbury, new zealand";"41"
"1614";"tehran, tehran, iran";NULL
"1615";"vienna, n/a, austria";"30"
"1616";"marietta, georgia, usa";NULL
"1617";"chicago, illinois, usa";"24"
"1618";"addis ababa, ethiopia, ethiopia";"21"
"1619";"visalia, california, usa";NULL
"1620";"columbus, ohio, usa";NULL
"1621";"new malden, surrey, united kingdom";"30"
"1622";"philadelphia, pennsylvania, usa";NULL
"1623";"cleveland heights, ohio, usa";"41"
"1624";"worcester, massachusetts, usa";NULL
"1625";"fayetteville, north carolina, usa";"59"
"1626";"new york, new york, usa";"36"
"1627";"shanghai, shanghai, china";"28"
"1628";"lagos, lagos, nigeria";"20"
"1629";"north york, ontario, canada";"18"
"1630";"brighton, east sussex,";"27"
"1631";"seixal, lisbon, portugal";NULL
"1632";"greensboro, north carolina, usa";NULL
"1633";"brooklyn, new york, usa";"29"
"1634";"windham, maine, usa";"33"
"1635";"namur, namur, belgium";"27"
"1636";"poing, bayern, germany";"34"
"1637";"san carlos de bariloche, rio negro, argentina";"24"
"1638";"grand bay - westfield, new brunswick, canada";"18"
"1639";"jacksonville, florida, usa";NULL
"1640";"lagos, lagos, nigeria";"33"
"1641";"winston salem, north carolina, usa";"22"
"1642";"karachi, sindh, pakistan";"25"
"1643";"perth, western australia, australia";"24"
"1644";"karachi, kentucky, pakistan";"22"
"1645";"g�ttingen, niedersachsen, germany";"22"
"1646";"dieburg, hessen, germany";"19"
"1647";"guangzhou, guangdong, china";NULL
"1648";"mont-saint-aignan, normandie, france";"67"
"1649";"chicago, illinois, usa";"41"
"1650";"victoria, british columbia, canada";NULL
"1651";"wroclaw, alabama, poland";"36"
"1652";"new york, new york, usa";NULL
"1653";"madrid, delaware, spain";"17"
"1654";"silver spring, maryland, usa";NULL
"1655";"malaga, andalucia, spain";"48"
"1656";"barcelona, barcelona, spain";"29"
"1657";"winston-salem, north carolina, usa";"59"
"1658";"columbia, south carolina, usa";NULL
"1659";"adelaide, south australia, australia";"41"
"1660";"fort worth, texas, usa";NULL
"1661";"marcellus, new york, usa";"60"
"1662";"sanctuary point, new south wales, australia";"25"
"1663";"wollstonecraft, new south wales, australia";NULL
"1664";"chattonoga, georgia, usa";"14"
"1665";"adelaide, south australia, australia";NULL
"1666";"omaha, nebraska, usa";"20"
"1667";"roma, lazio, italy";NULL
"1668";"21000 split, n/a, croatia";NULL
"1669";"st louis, missouri, usa";"51"
"1670";"eindhoven, noord brabant, netherlands";"47"
"1671";"treviso, veneto, italy";"20"
"1672";"north east, pennsylvania, usa";"18"
"1673";"brisbane, queensland, australia";"23"
"1674";"minneapolis, minnesota, usa";"26"
"1675";"riverside, california, usa";NULL
"1676";"ottawa, ontario, canada";NULL
"1677";"adelaide, south australia, australia";"14"
"1678";"vilanova i la geltr�, barcelona, spain";"21"
"1679";"milano, lombardia, italy";NULL
"1680";"roma, lazio, italy";"35"
"1681";"osogbo, osun state, nigeria";"47"
"1682";"sydney, new south wales, australia";NULL
"1683";"chico, california, usa";"46"
"1684";"ucluelet, british columbia, canada";NULL
"1685";"dublin, ireland, ireland";"38"
"1686";"subang jaya, selangor d.e., malaysia";"1"
"1687";"champaign, illinois, usa";"47"
"1688";"chelmsford, england, united kingdom";"53"
"1689";"z�rich, z�rich, switzerland";NULL
"1690";"neu st. johann, n/a, switzerland";NULL
"1691";"temple, texas, usa";"50"
"1692";"toronto, ontario, canada";NULL
"1693";"coimbra, scotland, portugal";"45"
"1694";"malang, east java, indonesia";"26"
"1695";"london, \"n/a\", united kingdom";"69"
"1696";"las palmas gc, las palmas, spain";"34"
"1697";"bellevue, washington, usa";NULL
"1698";"birmingham, midlands, united kingdom";"21"
"1699";"york, england, united kingdom";NULL
"1700";"annemasse, alabama, france";"25"
"1701";"lamezia terme, calabria, italy";NULL
"1702";"porto, \"n/a\", portugal";"45"
"1703";"barcelona, catalunya, spain";"19"
"1704";"oshawa, ontario, canada";"21"
"1705";"plano, texas, usa";"32"
"1706";"olympia, washington, usa";"26"
"1707";"valencia, valencia, spain";"21"
"1708";"rimforsa, kinda, sweden";NULL
"1709";"adelaide, south australia, australia";"57"
"1710";"gov.valadares, texas, brazil";"47"
"1711";"novi sad, vermont, yugoslavia";NULL
"1712";"hillsborough, new jersey, usa";NULL
"1713";"morelia, mexico, mexico";"24"
"1714";"morelia, mexico, mexico";"24"
"1715";"parede, n/a, portugal";"49"
"1716";"jerusalem, n/a, israel";NULL
"1717";"bonn, nordrhein-westfalen, germany";"36"
"1718";"framingham, massachusetts, usa";"28"
"1719";"sg, sg, singapore";NULL
"1720";"bolzano, trentino alto adige, italy";NULL
"1721";"windsor, ontario, canada";"21"
"1722";"almaty, kansas,";NULL
"1723";"danbury, connecticut, usa";"40"
"1724";"madrid, madrid, spain";"25"
"1725";"palma, illes balears, united kingdom";"25"
"1726";"brisbane, queensland, australia";NULL
"1727";"rochelle, illinois, usa";NULL
"1728";"toronto, ontario, canada";NULL
"1729";"toronto, ontario, canada";"55"
"1730";"el paso, texas, usa";"33"
"1731";"barcelona, catalunya, spain";"15"
"1732";"shrewsbury, pennsylvania, usa";"32"
"1733";"independence, west virginia, usa";"30"
"1734";"lagos, lagos, nigeria";"22"
"1735";"singapore, n/a, singapore";"18"
"1736";"ibadan, oyo, nigeria";"26"
"1737";"albuquerque, new mexico, usa";"31"
"1738";"tulsa, oklahoma, usa";"29"
"1739";"cleveland, ohio, usa";NULL
"1740";"eddystone, pennsylvania, usa";"28"
"1741";"louisville, kentucky, usa";"17"
"1742";"college park, maryland, usa";"51"
"1743";"seattle, washington, usa";"17"
"1744";"brunswick, maine, usa";NULL
"1745";"cedar rapids, iowa, usa";NULL
"1746";"alexandria, wyoming, egypt";NULL
"1747";"barcelona, catalunya, spain";"26"
"1748";"gummersbach, nrw, germany";NULL
"1749";"calgary, alberta, canada";NULL
"1750";"perugia, umbria, italy";"43"
"1751";"miami, florida, usa";NULL
"1752";"temanggung, jawa tengah, indonesia";"22"
"1753";"melbourne, victoria, australia";NULL
"1754";"kloten, z�rich, switzerland";"29"
"1755";"bonn, nrw, germany";"24"
"1756";"littlehampton, england, united kingdom";"21"
"1757";"srabaya, n/a, indonesia";"16"
"1758";"bonate sotto - bergamo, lombardia, italy";"50"
"1759";"hollywood, florida, usa";"29"
"1760";"rome, lazio, italy";"39"
"1761";"hartford, wisconsin, usa";NULL
"1762";"prato, toscana, italy";NULL
"1763";"akron, ohio, usa";"25"
"1764";"lagos, lagos, nigeria";NULL
"1765";"london, england, united kingdom";"37"
"1766";"toronto, ontario, canada";NULL
"1767";"bistrita, bistrita n, romania";NULL
"1768";"newington, connecticut, usa";"25"
"1769";"battipaglia, campania, italy";NULL
"1770";"hellin, albacete, spain";"34"
"1771";"jakarta indonesia, new york, indonesia";"38"
"1772";"fuengirola, malaga, spain";"33"
"1773";"northridge, california, usa";"16"
"1774";"singapore, singapore, singapore";"26"
"1775";"albuquerque, new mexico, usa";"14"
"1776";"sun valley, california, usa";NULL
"1777";"bethlehem, pennsylvania, usa";"19"
"1778";"carriere, mississippi, usa";"25"
"1779";"alvarado, texas, usa";"33"
"1780";"oxford, oxfordshire, united kingdom";"48"
"1781";"leipzig, sachsen, germany";"32"
"1782";"woodland hills, california, usa";NULL
"1783";"egg harbor twp, new jersey, usa";NULL
"1784";"swietochlowice, silesia, poland";"23"
"1785";"toulouse, haute-garonne, france";"26"
"1786";"kuala lumpur, kuala lumpur, malaysia";"21"
"1787";"n�rnberg, bayern, germany";NULL
"1788";"s�o paulo, s�o paulo, brazil";"39"
"1789";"sao paulo, sao paulo, brazil";"36"
"1790";"chicago, illinois, usa";"25"
"1791";"harrisburg, pennsylvania, usa";NULL
"1792";"hutchinson, kansas, usa";NULL
"1793";"coquitlam, british columbia, canada";"26"
"1794";"hollister, california, usa";"35"
"1795";"jacksonville, florida, usa";NULL
"1796";"west bloomfield, michigan, usa";NULL
"1797";"paris, paris, france";NULL
"1798";"xxx, vrancea, romania";"23"
"1799";"bolzano, trentino alto adige, italy";NULL
"1800";"chevy chase, maryland, usa";NULL
"1801";"virginia beach, virginia, usa";"52"
"1802";"lake luzerne, new york, usa";"43"
"1803";"northville, new york, usa";"48"
"1804";"st. regis falls, new york, usa";"53"
"1805";"euless, texas, usa";NULL
"1806";"yonago, tottori, japan";"44"
"1807";"frankfurt, hessen, germany";NULL
"1808";"arad, arad, romania";"23"
"1809";"bucharest, n/a, romania";"33"
"1810";"alicante, alicante, spain";"24"
"1811";"palencia, castilla y le�n, spain";"56"
"1812";"provo, utah, usa";"24"
"1813";"ottawa, ontario, canada";NULL
"1814";"cologne, nordrhein-westfalen, germany";NULL
"1815";"vigo, pontevedra, spain";"30"
"1816";"ranchi, jharkhand, india";"18"
"1817";"kanpur, up, india";NULL
"1818";"madrid, n/a, spain";"47"
"1819";"caloundra, queensland, australia";"13"
"1820";"bothell, washington, usa";"16"
"1821";"aarau, ag, switzerland";NULL
"1822";"sabadell, barcelona, spain";"22"
"1823";"izmir, n/a, turkey";"25"
"1824";"tempe, arizona, usa";"18"
"1825";"bayonne, new jersey, usa";"34"
"1826";"utrecht, utrecht, netherlands";"23"
"1827";"alverca do ribatejo, lisboa, portugal";NULL
"1828";"bandung, jawa barat, indonesia";"25"
"1829";"victoria, british columbia, canada";NULL
"1830";"kidderminster, worcestershire, england, united kingdom";"54"
"1831";"london, england, united kingdom";"25"
"1832";"martinsville, virginia, usa";NULL
"1833";"brussles, woluwe saint pierre, belgium";"42"
"1834";"piaseczno, n/a, poland";"24"
"1835";"kuala lumpur, n/a, malaysia";NULL
"1836";"xenia, ohio, usa";NULL
"1837";"brant lake, new york, usa";"44"
"1838";"glens falls, new york, usa";NULL
"1839";"pasig, metro manila, philippines";NULL
"1840";"geneseo, illinois, usa";"21"
"1841";"washington dc, dc, usa";NULL
"1842";"leiria, n/a, portugal";"25"
"1843";"mainz, rheinland-pfalz, germany";"32"
"1844";"kiel, n/a, germany";"36"
"1845";"fredericksburg, virginia, usa";"34"
"1846";"strasbourg, alsace, france";"25"
"1847";"bonn, nordrhein-westfalen, germany";NULL
"1848";"bellingham, washington, usa";"22"
"1849";"cartagena, maine, spain";"27"
"1850";"sydney, nsw, australia";"3"
"1851";"sydney, new south wales, australia";"9"
"1852";"barnwell, south carolina, usa";NULL
"1853";"mays landing, new jersey, usa";"57"
"1854";"islesford, maine, usa";NULL
"1855";"birmingham, england, united kingdom";NULL
"1856";"taylors, south carolina, usa";"29"
"1857";"hoosick falls, new york, usa";"39"
"1858";"christchurch, canterbury, new zealand";NULL
"1859";"sackville, new brunswick, canada";NULL
"1860";"leichlingen, nordrhein-westfalen, germany";"43"
"1861";"houston, texas, usa";NULL
"1862";"boston, massachusetts, usa";NULL
"1863";"feucht, bayern, germany";"43"
"1864";"chicago, illinois, usa";NULL
"1865";"durham, n/a, united kingdom";"52"
"1866";"hollis, new hampshire, usa";NULL
"1867";"chelsea, michigan, usa";NULL
"1868";"cologne, n/a, germany";NULL
"1869";"westfield, massachusetts, usa";"21"
"1870";"new york, new york, usa";"60"
"1871";"portimao, algarve, portugal";NULL
"1872";"delhi, delhi, india";NULL
"1873";"berlin, berlin, germany";NULL
"1874";"daytona beach, florida, usa";"36"
"1875";"adelaide, south australia, australia";"50"
"1876";"new york, new york, usa";NULL
"1877";"chicago, illinois, usa";"47"
"1878";"`s-hertogenbosch, noord brabant, netherlands";NULL
"1879";"hagerstown, maryland, usa";NULL
"1880";"aberdeen, scotland, united kingdom";"36"
"1881";"binghamton, new york, usa";"31"
"1882";"gujranwala, punjab, pakistan";NULL
"1883";"rockhampton, iowa, usa";"20"
"1884";"karachi, yukon territory, pakistan";"30"
"1885";"houston, texas, usa";"27"
"1886";"newport beach, california, usa";NULL
"1887";"goodyear, arizona, usa";"14"
"1888";"toronto, ontario, canada";NULL
"1889";"norfolk, virginia, usa";"46"
"1890";"london, england, united kingdom";"24"
"1891";"canyon city, oregon, usa";NULL
"1892";"fort wayne, indiana, usa";"47"
"1893";"sant cugat del vall�s, catalunya, spain";"31"
"1894";"lillestr�m, akershus, norway";"53"
"1895";"dublin, republic of ireland, ireland";NULL
"1896";"columbus, ohio, usa";NULL
"1897";"houston, texas, usa";"58"
"1898";"waukegan, illinois, usa";"47"
"1899";"columbus, ohio, usa";"35"
"1900";"kent, ohio, usa";"51"
"1901";"vancouver, british columbia, canada";NULL
"1902";"amsterdam, noord holland, netherlands";NULL
"1903";"hualien, taiwan, taiwan";"36"
"1904";"canberra, australian capital territory, australia";NULL
"1905";"baton rouge, louisiana, usa";NULL
"1906";"lindhorst, sachsen-anhalt, germany";"24"
"1907";"ibiza, baleares, spain";"32"
"1908";"ibiza, baleares, spain";"33"
"1909";"burlington, north carolina, usa";NULL
"1910";"vigo, galicia, spain";"0"
"1911";"palatine, illinois, usa";"52"
"1912";"hamburg, hamburg, germany";"35"
"1913";"aurora, ontario, canada";NULL
"1914";"barcelona, n/a, spain";"27"
"1915";"louisville, kentucky, usa";NULL
"1916";"barcelona, barcelona, spain";"17"
"1917";"singapore, singapore, singapore";"33"
"1918";"london, england, united kingdom";"23"
"1919";"petaling jaya, selangor, malaysia";NULL
"1920";"goteborg, n/a, sweden";"27"
"1921";"lisboa, abruzzo, portugal";NULL
"1922";"daly city, ,";NULL
"1923";"beaufort, victoria, australia";NULL
"1924";"irvine, california, usa";NULL
"1925";"huntington, new york, usa";"42"
"1926";"lakeview, ohio, usa";"31"
"1927";"salem, oregon, usa";"20"
"1928";"kansas city, missouri, usa";"17"
"1929";"victoria, british columbia, canada";"43"
"1930";"palencia, n/a, spain";"22"
"1931";"lisboa, lisboa, portugal";"40"
"1932";"cleveland, ohio, usa";"34"
"1933";"honolulu, hawaii, usa";NULL
"1934";"kuopio, n/a, finland";"18"
"1935";"hoboken, new jersey, usa";"23"
"1936";"superior, wisconsin, usa";"24"
"1937";"bozeman, montana, usa";"42"
"1938";"new york, new york, usa";NULL
"1939";"hamamatsu, shizuoka, japan";"29"
"1940";"altamonte springs, florida, usa";"34"
"1941";"ocala, florida, usa";"47"
"1942";"las vegas, nevada, usa";NULL
"1943";"moers, nordrhein-westfalen, germany";"61"
"1944";"cuneo, piemonte, italy";"25"
"1945";"wrightsville beach, north carolina, usa";"54"
"1946";"columbia, missouri, usa";"23"
"1947";"ottawa, ontario, canada";NULL
"1948";"acworth, georgia, usa";"34"
"1949";"wilmington, north carolina, usa";NULL
"1950";"inverness, scotland, united kingdom";"29"
"1951";"karlsruhe, baden-w�rttemberg, germany";"28"
"1952";"castelldefels, barcelona, spain";"23"
"1953";"glasgow, scotland, united kingdom";"22"
"1954";"brighton, england, united kingdom";"36"
"1955";"tyler, tasmania, usa";"3"
"1956";"rotterdam, n/a, netherlands";NULL
"1957";"fenton, michigan, usa";"41"
"1958";"melrose park, illinois, usa";"23"
"1959";"santiago de compostela, a coru�a, spain";"20"
"1960";"grosseto, toscana, italy";"57"
"1961";"grand rapids, michigan, usa";"17"
"1962";"stockholm, stockholm, sweden";NULL
"1963";"perth, western australia, australia";"24"
"1964";"cambridge, massachusetts, usa";NULL
"1965";"augsburg, bayern, germany";"31"
"1966";"burgos, burgos, spain";NULL
"1967";"alings�s, n/a, sweden";"19"
"1968";"dayton, ohio, usa";"31"
"1969";"paris, paris, france";"25"
"1970";"montebelluna, italy, italy";"47"
"1971";"ames, iowa, usa";"25"
"1972";"visalia, california, usa";"20"
"1973";"mortara pv, lombardia, italy";NULL
"1974";"rome, lazio, italy";"42"
"1975";"arlington, massachusetts, usa";NULL
"1976";"igualada, ,";"41"
"1977";"utrecht, utrecht, netherlands";"24"
"1978";"saint louis, missouri, usa";NULL
"1979";"cuiab�, mato grosso, brazil";"28"
"1980";"bucharest, n/a, romania";NULL
"1981";"ipoh, perak, malaysia";NULL
"1982";"n�rnberg, bayern, germany";NULL
"1983";"nore�a, asturias, spain";"26"
"1984";"zug, n/a, switzerland";NULL
"1985";"altdorf, bayern, germany";"39"
"1986";"leatherhead, england, united kingdom";"19"
"1987";"santa coloma de gramenet, catalunya, spain";"13"
"1988";"forest lake, minnesota, usa";NULL
"1989";"phoenix, arizona, usa";"27"
"1990";"niter�i, rio de janeiro, brazil";"32"
